Name,Class,Parent,Centroid X µm,Centroid Y µm
Target: CD20,Target: CD20,Other,29.3,5.933
PathCellObject,,Other,42.06,5.401
Target: CD20,Target: CD20,Other,98.86,5.866
Target: CD20,Target: CD20,Other,106.64,3.426
PathCellObject,,Other,118.56,4.476
Target: CD8,Target: CD8,Other,141.47,3.229
Target: CD8,Target: CD8,Other,150.69,5.501
PathCellObject,,Other,182.08,6.096
PathCellObject,,Other,266.06,2.088
Target: CD68,Target: CD68,Other,279.74,6.964
PathCellObject,,Other,322.44,3.817
Target: CD3,Target: CD3,Other,401.44,3.954
Target: CD3: CD8,Target: CD3: CD8,Other,438.14,4.463
PathCellObject,,Other,463.22,5.442
PathCellObject,,Other,539.76,3.416
PathCellObject,,Other,553,4.108
PathCellObject,,Other,623.03,2.803
Target: CD3: CD4,Target: CD3: CD4,Other,727.89,4.292
PathCellObject,,Other,740.93,3.68
PathCellObject,,Other,759.79,2.888
Target: CD8,Target: CD8,Other,777.41,7.634
PathCellObject,,Other,256.79,5.244
Target: CD68,Target: CD68,Other,330.87,8.228
PathCellObject,,Other,226.91,10.22
PathCellObject,,Other,601.24,5.972
Target: CD8,Target: CD8,Other,88.33,5.728
PathCellObject,,Other,367.1,6.128
PathCellObject,,Other,496.29,6.08
PathCellObject,,Other,752.11,5.933
PathCellObject,,Other,131.43,3.578
PathCellObject,,Other,482.5,6.398
Target: CD3: CD8,Target: CD3: CD8,Other,424.29,9.048
PathCellObject,,Other,769.66,7.113
Target: CD8,Target: CD8,Other,136.19,8.925
PathCellObject,,Other,473.51,9.023
PathCellObject,,Other,268.01,10.79
PathCellObject,,Other,619.57,9.092
PathCellObject,,Other,611.49,7.8
PathCellObject,,Other,762.5,12.27
PathCellObject,,Other,393.67,12.12
PathCellObject,,Other,126.06,11.49
Target: CD3: CD8,Target: CD3: CD8,Other,142.62,12.04
PathCellObject,,Other,293.99,10.6
PathCellObject,,Other,314.85,12.12
PathCellObject,,Other,72.35,10.09
Target: CD3: CD8,Target: CD3: CD8,Other,432.7,12.33
PathCellObject,,Other,535.22,12.21
PathCellObject,,Other,740.3,13.37
PathCellObject,,Other,605.85,17.36
Target: CD3: CD4,Target: CD3: CD4,Other,729.36,12.49
PathCellObject,,Other,255.43,15.65
Target: CD20,Target: CD20,Other,200.45,13.55
Target: CD20,Target: CD20,Other,189.37,14.27
Target: CD3: FoxP3,Target: CD3: FoxP3,Other,377.4,16.64
PathCellObject,,Other,91.6,16.45
PathCellObject,,Other,302.59,20.21
PathCellObject,,Other,67.64,17.35
PathCellObject,,Other,149.01,21.32
PathCellObject,,Other,82.45,14.81
PathCellObject,,Other,212.65,16.34
Target: CD3: CD8,Target: CD3: CD8,Other,451.44,15.51
Target: CD3,Target: CD3,Other,721.95,22.69
Target: CD8,Target: CD8,Other,134.35,19.1
PathCellObject,,Other,276.89,18.46
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,414.8,16.63
Target: CD3: CD8,Target: CD3: CD8,Other,440.11,16.98
PathCellObject,,Other,617.43,18.53
PathCellObject,,Other,263.05,25.67
PathCellObject,,Other,472.62,19.99
Target: CD3: CD8,Target: CD3: CD8,Other,487.58,18.02
PathCellObject,,Other,246.68,20.58
PathCellObject,,Other,185.57,23.84
Target: CD68,Target: CD68,Other,312.98,22.63
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,461.18,23.66
Target: CD68,Target: CD68,Other,406,23.37
PathCellObject,,Other,587.77,22.95
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,388.88,23.8
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,396.88,24.38
Target: CD3: CD8,Target: CD3: CD8,Other,495.76,22.77
PathCellObject,,Other,82.68,26.07
PathCellObject,,Other,104.52,22.13
Target: CD20,Target: CD20,Other,199.45,24.11
PathCellObject,,Other,271.48,25.75
Target: CD3: CD8,Target: CD3: CD8,Other,367.75,29.48
PathCellObject,,Other,122.11,22.34
PathCellObject,,Other,217.58,25.55
Target: CD20,Target: CD20,Other,239.53,24.82
PathCellObject,,Other,131.52,26.02
Target: CD3: CD8,Target: CD3: CD8,Other,450.87,26.55
Target: CD20: CD68,Target: CD20: CD68,Other,57.68,26.06
PathCellObject,,Other,94.95,26.22
PathCellObject,,Other,207.98,26.77
Target: CD68,Target: CD68,Other,323.51,26.99
Target: CD3: CD8,Target: CD3: CD8,Other,487.05,28.06
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,417.31,26.93
Target: CD20,Target: CD20,Other,65.93,25.46
Target: CD68: CD8,Target: CD68: CD8,Other,425.46,27.14
Target: CD3: CD8,Target: CD3: CD8,Other,441.77,27.2
PathCellObject,,Other,255.9,32.43
PathCellObject,,Other,120.19,31.75
Target: CD20,Target: CD20,Other,232.32,30.93
Target: CD68: CD8,Target: CD68: CD8,Other,433.81,28.7
PathCellObject,,Other,143.39,33
Target: CD8,Target: CD8,Other,192.37,33.43
Target: CD3: CD4,Target: CD3: CD4,Other,474.04,31.41
Target: CD8,Target: CD8,Other,387.63,32.2
Target: CD20,Target: CD20,Other,102.7,33.87
PathCellObject,,Other,308.28,33.26
Target: CD68,Target: CD68,Other,411.11,33.6
Target: CD20: CD68,Target: CD20: CD68,Other,70.1,32.51
PathCellObject,,Other,131.74,34.67
Target: CD3: CD8,Target: CD3: CD8,Other,213.98,34.52
Target: CD3: CD8,Target: CD3: CD8,Other,247.33,32.95
PathCellObject,,Other,342.57,33.37
Target: CD8,Target: CD8,Other,398.22,35.88
Target: CD20,Target: CD20,Other,40.98,32.88
Target: CD3: CD8,Target: CD3: CD8,Other,441.17,34.3
PathCellObject,,Other,630.81,33.62
PathCellObject,,Other,785.78,33.71
Target: CD20,Target: CD20,Other,30.41,33.92
PathCellObject,,Other,203.86,36.67
PathCellObject,,Other,524.08,33.94
Target: CD20: CD4,Target: CD20: CD4,Other,540.32,35.09
PathCellObject,,Other,324.18,36.92
PathCellObject,,Other,381.52,38.23
Target: CD68: CD8,Target: CD68: CD8,Other,421.79,37.74
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,447.71,36.29
Target: CD8,Target: CD8,Other,432.03,36.77
PathCellObject,,Other,676.59,39.32
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,224.55,40.31
Target: CD20,Target: CD20,Other,586.09,38.92
PathCellObject,,Other,600.35,36.88
Target: CD8,Target: CD8,Other,728.3,38.6
Target: CD20: CD68,Target: CD20: CD68,Other,63.39,38.67
PathCellObject,,Other,120.18,42.96
PathCellObject,,Other,440.04,44.15
Target: CD3: CD8,Target: CD3: CD8,Other,455.39,39.29
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,469.63,40.17
PathCellObject,,Other,243.53,41.34
Target: CD3,Target: CD3,Other,235.34,41.04
Target: CD8,Target: CD8,Other,251.84,43.02
Target: CD68,Target: CD68,Other,404.92,41.19
Target: CD20,Target: CD20,Other,32.19,43.17
PathCellObject,,Other,94.97,42.38
Target: CD8,Target: CD8,Other,315.96,43.42
PathCellObject,,Other,508.68,43.08
PathCellObject,,Other,188.76,42.99
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,525.74,44.24
Target: CD3: CD8,Target: CD3: CD8,Other,199.77,43.72
Target: CD3: CD8,Target: CD3: CD8,Other,487.44,42.49
Target: CD8,Target: CD8,Other,633.16,43.69
Target: CD20: CD68,Target: CD20: CD68,Other,76.13,43.97
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,213,42.74
PathCellObject,,Other,594.87,46.29
Target: CD20,Target: CD20,Other,45.87,45.26
Target: CD20: CD68,Target: CD20: CD68,Other,56.17,44.04
PathCellObject,,Other,360.69,45.86
Target: CD68,Target: CD68,Other,415.96,44.64
PathCellObject,,Other,430.82,44.36
Target: CD8,Target: CD8,Other,622.69,42.29
PathCellObject,,Other,789.52,45.06
PathCellObject,,Other,15.11,44.01
Target: CD8,Target: CD8,Other,134.35,46.88
PathCellObject,,Other,391.39,46.57
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,451.4,46.04
Target: CD20: CD4: CD8,Target: CD20: CD4: CD8,Other,537.53,45.88
PathCellObject,,Other,606.51,45.53
Target: CD68: CD4: CD8,Target: CD68: CD4: CD8,Other,259.94,45.16
PathCellObject,,Other,375.28,48.75
PathCellObject,,Other,159.97,49.53
Target: CD3: CD4,Target: CD3: CD4,Other,239.67,47.41
PathCellObject,,Other,345.05,45.8
PathCellObject,,Other,665,48.57
Target: CD8,Target: CD8,Other,405.42,49.61
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,212.71,48.03
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,468.05,47.53
PathCellObject,,Other,563.78,46.97
PathCellObject,,Other,617.12,55.35
PathCellObject,,Other,716.6,51.52
Target: CD20: CD68,Target: CD20: CD68,Other,23.45,47.69
Target: CD68,Target: CD68,Other,67.14,51.17
PathCellObject,,Other,230.9,48.54
PathCellObject,,Other,725.44,49.33
Target: CD20,Target: CD20,Other,797.16,50.04
PathCellObject,,Other,352.18,52.17
PathCellObject,,Other,549.28,48.24
Target: CD68,Target: CD68,Other,425.09,51.27
Target: CD3: CD8,Target: CD3: CD8,Other,514.26,49.49
Target: CD8,Target: CD8,Other,221.93,53.75
Target: CD8,Target: CD8,Other,384.29,50.71
Target: CD8,Target: CD8,Other,632.22,51.02
PathCellObject,,Other,148.91,51.89
PathCellObject,,Other,541.91,52.35
PathCellObject,,Other,449.7,51.9
Target: CD3: CD4,Target: CD3: CD4,Other,557.25,50.34
Target: CD20: CD68,Target: CD20: CD68,Other,31.99,51.24
PathCellObject,,Other,169.16,53.23
PathCellObject,,Other,198.16,54.13
Target: CD68: CD3,Target: CD68: CD3,Other,209.1,53.26
Target: CD3: CD4,Target: CD3: CD4,Other,235.69,52.47
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,527.38,53.37
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,484.08,52.62
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,19.71,54.87
Target: CD68: CD4,Target: CD68: CD4,Other,247.79,52.99
PathCellObject,,Other,256.35,52.74
PathCellObject,,Other,273.79,59.13
PathCellObject,,Other,299.61,56.48
Target: CD3: CD8,Target: CD3: CD8,Other,463.14,52.96
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,517.84,53.64
Target: CD20,Target: CD20,Other,86.4,53.28
Target: CD20,Target: CD20,Other,320.72,55.74
PathCellObject,,Other,341.34,56.23
Target: CD8,Target: CD8,Other,76.31,54.15
PathCellObject,,Other,264.96,57.06
PathCellObject,,Other,442.86,56.23
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,477.24,52.82
PathCellObject,,Other,605.68,55.35
Target: CD3: CD8,Target: CD3: CD8,Other,784.83,56.28
Target: CD20,Target: CD20,Other,9.512,58.32
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,241.6,54.91
Target: CD20: CD68,Target: CD20: CD68,Other,60.59,58.64
Target: CD8,Target: CD8,Other,387.22,59.32
PathCellObject,,Other,457.06,57.4
PathCellObject,,Other,560.51,58.82
Target: CD8,Target: CD8,Other,631.48,57.91
PathCellObject,,Other,108.25,56.58
PathCellObject,,Other,155.08,59.79
Target: CD68,Target: CD68,Other,420.98,57.06
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,471.41,57.88
Target: CD20: CD68,Target: CD20: CD68,Other,29.28,58.39
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,500.72,56.46
Target: CD3: CD4,Target: CD3: CD4,Other,549.78,58.78
PathCellObject,,Other,596.72,58.66
PathCellObject,,Other,370.07,61.77
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,492.47,60.21
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,231.24,58.51
Target: CD20: CD68: CD3: CD8,Target: CD20: CD68: CD3: CD8,Other,508.76,58.18
Target: CD20,Target: CD20,Other,92.82,58.47
PathCellObject,,Other,126.76,57.98
PathCellObject,,Other,309.58,61.14
PathCellObject,,Other,414,60.12
PathCellObject,,Other,572.45,58
Target: CD8,Target: CD8,Other,255.75,59.37
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,535.69,61.15
Target: CD20: CD68,Target: CD20: CD68,Other,45.53,60.02
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,522.32,59.01
Target: CD20,Target: CD20,Other,36.8,60.33
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,225.96,62.17
Target: CD3: CD8,Target: CD3: CD8,Other,247.9,62.28
PathCellObject,,Other,71.41,61.36
Target: CD20,Target: CD20,Other,79.71,62.17
Target: CD8,Target: CD8,Other,212.1,65.45
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,483.3,61.28
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,515.38,62.28
PathCellObject,,Other,732.16,61.72
Target: CD68: CD4,Target: CD68: CD4,Other,238.42,65.42
PathCellObject,,Other,328.06,61.18
PathCellObject,,Other,141.02,62.8
PathCellObject,,Other,452.25,64.92
Target: CD68,Target: CD68,Other,628.27,65.31
Target: CD20,Target: CD20,Other,723.12,64.05
PathCellObject,,Other,428.51,65.56
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,478.03,65.04
PathCellObject,,Other,712.86,67.98
Target: CD3: CD4,Target: CD3: CD4,Other,795.29,65.15
PathCellObject,,Other,132.93,66.48
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,525.33,68.06
Target: CD20,Target: CD20,Other,91.92,66.58
Target: CD3: CD8,Target: CD3: CD8,Other,263.2,66.07
Target: CD68,Target: CD68,Other,407.75,66.95
Target: CD68,Target: CD68,Other,1.559,65.58
PathCellObject,,Other,123.06,66.61
PathCellObject,,Other,164.81,69.03
Target: CD3: CD8,Target: CD3: CD8,Other,461.65,68.36
Target: CD20,Target: CD20,Other,20.83,66.8
Target: CD68,Target: CD68,Other,254.99,66.95
PathCellObject,,Other,337.55,65.53
Target: CD3: CD4,Target: CD3: CD4,Other,556.25,67.6
PathCellObject,,Other,568.81,68.16
PathCellObject,,Other,201.42,67.44
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,473.32,69.42
PathCellObject,,Other,729.05,70.06
Target: CD20,Target: CD20,Other,39.28,71.54
Target: CD20,Target: CD20,Other,54.39,68.18
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,224.91,69.82
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,517.13,69.74
PathCellObject,,Other,583.33,65.35
PathCellObject,,Other,441.25,68.44
Target: CD3: CD8,Target: CD3: CD8,Other,486.31,68.69
Target: CD20: CD68,Target: CD20: CD68,Other,77.55,70.67
PathCellObject,,Other,156.87,69.71
Target: CD20: CD68,Target: CD20: CD68,Other,7.52,71.64
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,499.02,72.6
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,544.06,68.97
Target: CD68,Target: CD68,Other,246.55,70.98
PathCellObject,,Other,329.88,71.77
Target: CD3: CD4: CD8: FoxP3,Target: CD3: CD4: CD8: FoxP3,Other,536.53,73.63
Target: CD20,Target: CD20,Other,28.54,70.65
Target: CD20: CD68,Target: CD20: CD68,Other,64.78,71.2
PathCellObject,,Other,150.04,69.84
Target: CD3: CD8,Target: CD3: CD8,Other,721.01,73.87
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,99.33,70.43
PathCellObject,,Other,128.9,72.53
Target: CD3: CD4,Target: CD3: CD4,Other,590.13,70.7
Target: CD3: CD4,Target: CD3: CD4,Other,468.68,73.04
PathCellObject,,Other,139.46,73.59
PathCellObject,,Other,195.81,72.55
PathCellObject,,Other,424.86,74.8
PathCellObject,,Other,446.66,75.56
PathCellObject,,Other,258.64,73.52
PathCellObject,,Other,266.58,73.79
Target: CD3: CD4,Target: CD3: CD4,Other,578.2,73.77
Target: CD3: CD4,Target: CD3: CD4,Other,627.35,74.26
Target: CD3: CD4,Target: CD3: CD4,Other,792.72,74.67
Target: CD68,Target: CD68,Other,311.64,75.77
Target: CD3: CD4,Target: CD3: CD4,Other,548.84,75.55
Target: CD8,Target: CD8,Other,488.7,76.91
Target: CD20,Target: CD20,Other,91.01,76.49
PathCellObject,,Other,147.3,76.16
PathCellObject,,Other,253.89,78.09
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,512.39,75.49
Target: CD20,Target: CD20,Other,16.56,76.83
PathCellObject,,Other,123.77,75.39
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,480.07,76.84
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,556.93,77.76
Target: CD20: CD68,Target: CD20: CD68,Other,58.94,77.34
Target: CD3: CD4,Target: CD3: CD4,Other,302.82,75.45
Target: CD8,Target: CD8,Other,230.77,78.52
Target: CD3: CD8,Target: CD3: CD8,Other,242.51,79.76
PathCellObject,,Other,590.97,78.04
PathCellObject,,Other,24.16,78.82
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Other,105.29,78.06
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,115.92,78.07
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,455.99,78.87
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,524.79,80.24
PathCellObject,,Other,32.33,79.42
PathCellObject,,Other,135.83,78.68
PathCellObject,,Other,158.64,78.92
Target: CD20,Target: CD20,Other,78.93,79.69
PathCellObject,,Other,219.94,79.86
Target: CD20,Target: CD20,Other,5.983,81.86
Target: CD3: CD4,Target: CD3: CD4,Other,466.34,81
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,506.01,78.9
Target: CD3: CD8,Target: CD3: CD8,Other,729.47,82.53
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,567,82.49
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,573.69,80.02
Target: CD3,Target: CD3,Other,266.61,81.28
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,532.81,80.66
PathCellObject,,Other,584.04,82.28
PathCellObject,,Other,633.63,81.15
PathCellObject,,Other,176.05,84.09
Target: CD8,Target: CD8,Other,437.25,83.99
Target: CD8,Target: CD8,Other,166.49,85.91
Target: CD20,Target: CD20,Other,66.58,83.47
PathCellObject,,Other,146.25,82.3
PathCellObject,,Other,154.37,85.24
PathCellObject,,Other,373.24,84.13
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,445.05,84.17
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,521.33,88.03
PathCellObject,,Other,42.41,83.45
PathCellObject,,Other,195.69,86.19
PathCellObject,,Other,126.8,87.68
PathCellObject,,Other,208.08,83.7
PathCellObject,,Other,279.38,84.57
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,300.17,84
Target: CD20: CD8,Target: CD20: CD8,Other,497.9,85.33
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,485.83,84.61
Target: CD20: CD68,Target: CD20: CD68,Other,92.94,85.31
PathCellObject,,Other,143.1,86.82
Target: CD3: CD8,Target: CD3: CD8,Other,475.86,83.86
PathCellObject,,Other,32.98,88.88
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,539.58,86.31
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,549.45,86.06
PathCellObject,,Other,719.61,88.13
PathCellObject,,Other,794.59,85.97
Target: CD20,Target: CD20,Other,75.3,90.24
PathCellObject,,Other,218.76,87.9
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,454.11,86.81
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,56.92,88.5
Target: CD20: CD3,Target: CD20: CD3,Other,104.37,87.38
Target: CD3: CD8,Target: CD3: CD8,Other,270.62,88.98
Target: CD20: CD68: CD3: CD4: CD8,Target: CD20: CD68: CD3: CD4: CD8,Other,509.53,88.38
PathCellObject,,Other,24.07,89.36
PathCellObject,,Other,654.59,90.23
Target: CD20,Target: CD20,Other,16.73,91.57
PathCellObject,,Other,321.52,88.74
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,479.91,89.71
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,582.38,88.9
PathCellObject,,Other,250.96,91.87
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,576.48,92.26
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,7.017,90.33
Target: CD20: CD68,Target: CD20: CD68,Other,46.84,90.26
PathCellObject,,Other,137.25,91.1
Target: CD3: CD8,Target: CD3: CD8,Other,491.02,91.88
Target: CD3: CD4: CD8: FoxP3,Target: CD3: CD4: CD8: FoxP3,Other,558.81,90.44
Target: CD20,Target: CD20,Other,641.38,91.43
Target: CD20,Target: CD20,Other,99.43,93.18
PathCellObject,,Other,589.39,93.01
PathCellObject,,Other,262.62,92.8
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,532.42,93.06
PathCellObject,,Other,112.96,93.95
PathCellObject,,Other,307.64,93.87
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,456.96,94.94
Target: CD8,Target: CD8,Other,202.34,92.78
PathCellObject,,Other,294.82,92.68
Target: CD8,Target: CD8,Other,171.1,98.92
PathCellObject,,Other,282.32,95.73
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,476.3,95.2
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,500.22,94.47
PathCellObject,,Other,787.45,95.64
PathCellObject,,Other,221.15,97.54
PathCellObject,,Other,145.32,103.73
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,514.59,96.41
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,538.23,97.5
Target: CD20,Target: CD20,Other,46.32,98.09
Target: CD3: CD8,Target: CD3: CD8,Other,211.58,97.02
PathCellObject,,Other,317.43,99.78
Target: CD68: CD4: CD8,Target: CD68: CD4: CD8,Other,506.32,97.84
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,546.34,97.29
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,11,100.49
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,522.85,98.91
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,565.75,97.78
Target: CD20,Target: CD20,Other,647.35,100.35
Target: CD68: CD4,Target: CD68: CD4,Other,93.87,100.19
PathCellObject,,Other,198.55,100.29
PathCellObject,,Other,382.38,100.27
Target: CD3: CD4,Target: CD3: CD4,Other,485.63,100.12
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,556.92,98.48
Target: CD20: CD68: CD3: CD4: CD8,Target: CD20: CD68: CD3: CD4: CD8,Other,574.79,99.84
Target: CD20,Target: CD20,Other,23.85,101.38
Target: CD68: CD4: CD8,Target: CD68: CD4: CD8,Other,270.26,101.92
PathCellObject,,Other,329.78,102.56
PathCellObject,,Other,732.95,98.41
Target: CD20,Target: CD20,Other,30.91,101.73
PathCellObject,,Other,133.82,102.63
Target: CD3: CD8,Target: CD3: CD8,Other,288.23,101.75
PathCellObject,,Other,443.13,100.86
Target: CD8,Target: CD8,Other,470.34,103.69
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,450.94,102.94
Target: CD20: CD4,Target: CD20: CD4,Other,299.82,102.33
PathCellObject,,Other,744.02,102.53
Target: CD20,Target: CD20,Other,106.74,104.73
Target: CD20,Target: CD20,Other,121.26,104.36
Target: CD3: CD8,Target: CD3: CD8,Other,493.42,103.71
Target: CD20: CD68,Target: CD20: CD68,Other,42.45,104.69
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,559.46,105.64
Target: CD20,Target: CD20,Other,307.9,107.5
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,500.89,104.78
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,532.93,103.82
PathCellObject,,Other,737.32,106.96
PathCellObject,,Other,754.98,105.16
Target: CD3: CD8,Target: CD3: CD8,Other,209.58,105.11
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,546.6,105.32
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,551.61,103.5
Target: CD3: CD4,Target: CD3: CD4,Other,581.69,106.23
PathCellObject,,Other,5.814,104.46
PathCellObject,,Other,192.28,106.2
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,570.48,105.93
Target: CD4,Target: CD4,Other,295.55,106.19
Target: CD8,Target: CD8,Other,511.86,109.19
Target: CD4,Target: CD4,Other,714.76,109.24
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,540.63,106.18
Target: CD20: CD68,Target: CD20: CD68,Other,86.49,105.92
Target: CD3: CD8,Target: CD3: CD8,Other,280.33,106.85
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,524.8,108.34
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,290.86,108.52
Target: CD20,Target: CD20,Other,37.11,111.77
PathCellObject,,Other,368.38,111.35
PathCellObject,,Other,4.25,110.33
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,530.01,110.8
PathCellObject,,Other,790.79,110.19
Target: CD20: CD8,Target: CD20: CD8,Other,16.6,111.39
Target: CD8,Target: CD8,Other,445.52,113.3
PathCellObject,,Other,202.78,114.24
Target: CD68: CD4,Target: CD68: CD4,Other,268.53,112.31
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,536.64,110.35
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,548.04,111.94
Target: CD3: CD4,Target: CD3: CD4,Other,567.68,112.16
Target: CD20: CD68,Target: CD20: CD68,Other,79.08,110.46
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,285.89,113.93
PathCellObject,,Other,330.45,115.1
Target: CD20: CD3: CD4: CD8: FoxP3,Target: CD20: CD3: CD4: CD8: FoxP3,Other,556.52,113.74
PathCellObject,,Other,779.7,110.15
Target: CD68,Target: CD68,Other,97.47,112.43
PathCellObject,,Other,209.11,112.34
Target: CD68,Target: CD68,Other,296.85,117.55
PathCellObject,,Other,772.08,110.81
Target: CD20,Target: CD20,Other,65.58,112.45
PathCellObject,,Other,217.07,113.93
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,277.38,112.94
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,541.33,113.84
PathCellObject,,Other,736.7,116.05
PathCellObject,,Other,29.17,116.78
Target: CD20: CD68,Target: CD20: CD68,Other,87.8,114.75
PathCellObject,,Other,173.59,115.8
PathCellObject,,Other,318.37,115.34
PathCellObject,,Other,391.43,115.15
PathCellObject,,Other,594.6,118.99
PathCellObject,,Other,114.33,114.46
Target: CD20: CD68: CD4: CD8,Target: CD20: CD68: CD4: CD8,Other,532.68,117.24
Target: CD68,Target: CD68,Other,7.861,118.7
Target: CD68,Target: CD68,Other,106.19,118.79
Target: CD20: CD68,Target: CD20: CD68,Other,74.34,118.87
PathCellObject,,Other,121.98,118.64
PathCellObject,,Other,149.48,117.88
PathCellObject,,Other,189.4,117.58
PathCellObject,,Other,228.39,116.02
